micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,generation_status,naming_note
G05-S-AREA-PARA-01-A1,G05-S-AREA-PARA-01,S-5-2,面積,平面圖形面積,平行四邊形面積,情境應用,以剪拼推導底×高並辨識對應高；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-AREA-PARA-01-V1,G05-S-AREA-PARA-01,S-5-2,面積,平面圖形面積,平行四邊形面積,表徵轉換,以剪拼推導底×高並辨識對應高；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-AREA-PARA-01-T1,G05-S-AREA-PARA-01,S-5-2,面積,平面圖形面積,平行四邊形面積,變形進階,以剪拼推導底×高並辨識對應高；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-S-AREA-PARA-01-X1,G05-S-AREA-PARA-01,S-5-2,面積,平面圖形面積,平行四邊形面積,跨單元整合,以剪拼推導底×高並辨識對應高；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-S-AREA-TRI-01-C1,G05-S-AREA-TRI-01,S-5-2,面積,平面圖形面積,三角形面積,概念辨識,以倍積關係理解底×高÷2；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-AREA-TRI-01-P1,G05-S-AREA-TRI-01,S-5-2,面積,平面圖形面積,三角形面積,標準程序,以倍積關係理解底×高÷2；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-AREA-TRI-01-R1,G05-S-AREA-TRI-01,S-5-2,面積,平面圖形面積,三角形面積,逆向求未知,以倍積關係理解底×高÷2；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-AREA-TRI-01-A1,G05-S-AREA-TRI-01,S-5-2,面積,平面圖形面積,三角形面積,情境應用,以倍積關係理解底×高÷2；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-AREA-TRI-01-V1,G05-S-AREA-TRI-01,S-5-2,面積,平面圖形面積,三角形面積,表徵轉換,以倍積關係理解底×高÷2；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-AREA-TRI-01-T1,G05-S-AREA-TRI-01,S-5-2,面積,平面圖形面積,三角形面積,變形進階,以倍積關係理解底×高÷2；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-S-AREA-TRI-01-X1,G05-S-AREA-TRI-01,S-5-2,面積,平面圖形面積,三角形面積,跨單元整合,以倍積關係理解底×高÷2；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-S-AREA-TRAP-01-C1,G05-S-AREA-TRAP-01,S-5-2,面積,平面圖形面積,梯形面積,概念辨識,理解(上底+下底)×高÷2；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-AREA-TRAP-01-P1,G05-S-AREA-TRAP-01,S-5-2,面積,平面圖形面積,梯形面積,標準程序,理解(上底+下底)×高÷2；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-AREA-TRAP-01-R1,G05-S-AREA-TRAP-01,S-5-2,面積,平面圖形面積,梯形面積,逆向求未知,理解(上底+下底)×高÷2；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-AREA-TRAP-01-A1,G05-S-AREA-TRAP-01,S-5-2,面積,平面圖形面積,梯形面積,情境應用,理解(上底+下底)×高÷2；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-AREA-TRAP-01-V1,G05-S-AREA-TRAP-01,S-5-2,面積,平面圖形面積,梯形面積,表徵轉換,理解(上底+下底)×高÷2；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-AREA-TRAP-01-T1,G05-S-AREA-TRAP-01,S-5-2,面積,平面圖形面積,梯形面積,變形進階,理解(上底+下底)×高÷2；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-S-AREA-TRAP-01-X1,G05-S-AREA-TRAP-01,S-5-2,面積,平面圖形面積,梯形面積,跨單元整合,理解(上底+下底)×高÷2；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-AREAUNIT-01-C1,G05-N-AREAUNIT-01,N-5-12,量與單位,生活大單位,大面積單位換算,概念辨識,公畝、公頃、平方公里與平方公尺的關係；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-AREAUNIT-01-P1,G05-N-AREAUNIT-01,N-5-12,量與單位,生活大單位,大面積單位換算,標準程序,公畝、公頃、平方公里與平方公尺的關係；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-AREAUNIT-01-R1,G05-N-AREAUNIT-01,N-5-12,量與單位,生活大單位,大面積單位換算,逆向求未知,公畝、公頃、平方公里與平方公尺的關係；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-AREAUNIT-01-A1,G05-N-AREAUNIT-01,N-5-12,量與單位,生活大單位,大面積單位換算,情境應用,公畝、公頃、平方公里與平方公尺的關係；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-AREAUNIT-01-V1,G05-N-AREAUNIT-01,N-5-12,量與單位,生活大單位,大面積單位換算,表徵轉換,公畝、公頃、平方公里與平方公尺的關係；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-AREAUNIT-01-T1,G05-N-AREAUNIT-01,N-5-12,量與單位,生活大單位,大面積單位換算,變形進階,公畝、公頃、平方公里與平方公尺的關係；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-AREAUNIT-01-X1,G05-N-AREAUNIT-01,N-5-12,量與單位,生活大單位,大面積單位換算,跨單元整合,公畝、公頃、平方公里與平方公尺的關係；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-MASSUNIT-01-C1,G05-N-MASSUNIT-01,N-5-13,量與單位,生活大單位,公噸與公斤,概念辨識,大重量單位的量感、化聚與計算；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-MASSUNIT-01-P1,G05-N-MASSUNIT-01,N-5-13,量與單位,生活大單位,公噸與公斤,標準程序,大重量單位的量感、化聚與計算；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-MASSUNIT-01-R1,G05-N-MASSUNIT-01,N-5-13,量與單位,生活大單位,公噸與公斤,逆向求未知,大重量單位的量感、化聚與計算；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-MASSUNIT-01-A1,G05-N-MASSUNIT-01,N-5-13,量與單位,生活大單位,公噸與公斤,情境應用,大重量單位的量感、化聚與計算；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-MASSUNIT-01-V1,G05-N-MASSUNIT-01,N-5-13,量與單位,生活大單位,公噸與公斤,表徵轉換,大重量單位的量感、化聚與計算；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-SOLID-01-C1,G05-S-SOLID-01,S-5-7,立體幾何,柱體錐體與球,立體形體分類,概念辨識,依底面、側面、頂點辨識角柱角錐圓柱圓錐球；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-SOLID-01-P1,G05-S-SOLID-01,S-5-7,立體幾何,柱體錐體與球,立體形體分類,標準程序,依底面、側面、頂點辨識角柱角錐圓柱圓錐球；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-SOLID-01-R1,G05-S-SOLID-01,S-5-7,立體幾何,柱體錐體與球,立體形體分類,逆向求未知,依底面、側面、頂點辨識角柱角錐圓柱圓錐球；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-SOLID-01-A1,G05-S-SOLID-01,S-5-7,立體幾何,柱體錐體與球,立體形體分類,情境應用,依底面、側面、頂點辨識角柱角錐圓柱圓錐球；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-SOLID-01-V1,G05-S-SOLID-01,S-5-7,立體幾何,柱體錐體與球,立體形體分類,表徵轉換,依底面、側面、頂點辨識角柱角錐圓柱圓錐球；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-FACE-01-C1,G05-S-FACE-01,S-5-6,立體幾何,柱體錐體與球,面與面的平行垂直,概念辨識,在長方體正方體中判斷相對面、相鄰面關係；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-FACE-01-P1,G05-S-FACE-01,S-5-6,立體幾何,柱體錐體與球,面與面的平行垂直,標準程序,在長方體正方體中判斷相對面、相鄰面關係；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-FACE-01-R1,G05-S-FACE-01,S-5-6,立體幾何,柱體錐體與球,面與面的平行垂直,逆向求未知,在長方體正方體中判斷相對面、相鄰面關係；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-FACE-01-A1,G05-S-FACE-01,S-5-6,立體幾何,柱體錐體與球,面與面的平行垂直,情境應用,在長方體正方體中判斷相對面、相鄰面關係；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-FACE-01-V1,G05-S-FACE-01,S-5-6,立體幾何,柱體錐體與球,面與面的平行垂直,表徵轉換,在長方體正方體中判斷相對面、相鄰面關係；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-FACE-01-T1,G05-S-FACE-01,S-5-6,立體幾何,柱體錐體與球,面與面的平行垂直,變形進階,在長方體正方體中判斷相對面、相鄰面關係；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-S-FACE-01-X1,G05-S-FACE-01,S-5-6,立體幾何,柱體錐體與球,面與面的平行垂直,跨單元整合,在長方體正方體中判斷相對面、相鄰面關係；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-S-VOLUME-01-C1,G05-S-VOLUME-01,S-5-5,體積與表面積,長方體與正方體,體積公式,概念辨識,長×寬×高與正方體邊長三次乘積；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-VOLUME-01-P1,G05-S-VOLUME-01,S-5-5,體積與表面積,長方體與正方體,體積公式,標準程序,長×寬×高與正方體邊長三次乘積；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-VOLUME-01-R1,G05-S-VOLUME-01,S-5-5,體積與表面積,長方體與正方體,體積公式,逆向求未知,長×寬×高與正方體邊長三次乘積；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-VOLUME-01-A1,G05-S-VOLUME-01,S-5-5,體積與表面積,長方體與正方體,體積公式,情境應用,長×寬×高與正方體邊長三次乘積；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-VOLUME-01-V1,G05-S-VOLUME-01,S-5-5,體積與表面積,長方體與正方體,體積公式,表徵轉換,長×寬×高與正方體邊長三次乘積；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-VOLUME-01-T1,G05-S-VOLUME-01,S-5-5,體積與表面積,長方體與正方體,體積公式,變形進階,長×寬×高與正方體邊長三次乘積；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-S-VOLUME-01-X1,G05-S-VOLUME-01,S-5-5,體積與表面積,長方體與正方體,體積公式,跨單元整合,長×寬×高與正方體邊長三次乘積；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-VOLUNIT-01-C1,G05-N-VOLUNIT-01,N-5-14,體積與表面積,長方體與正方體,立方公尺,概念辨識,建立1立方公尺量感並做體積單位換算；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-VOLUNIT-01-P1,G05-N-VOLUNIT-01,N-5-14,體積與表面積,長方體與正方體,立方公尺,標準程序,建立1立方公尺量感並做體積單位換算；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-VOLUNIT-01-R1,G05-N-VOLUNIT-01,N-5-14,體積與表面積,長方體與正方體,立方公尺,逆向求未知,建立1立方公尺量感並做體積單位換算；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-VOLUNIT-01-A1,G05-N-VOLUNIT-01,N-5-14,體積與表面積,長方體與正方體,立方公尺,情境應用,建立1立方公尺量感並做體積單位換算；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-VOLUNIT-01-V1,G05-N-VOLUNIT-01,N-5-14,體積與表面積,長方體與正方體,立方公尺,表徵轉換,建立1立方公尺量感並做體積單位換算；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-VOLUNIT-01-T1,G05-N-VOLUNIT-01,N-5-14,體積與表面積,長方體與正方體,立方公尺,變形進階,建立1立方公尺量感並做體積單位換算；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-VOLUNIT-01-X1,G05-N-VOLUNIT-01,N-5-14,體積與表面積,長方體與正方體,立方公尺,跨單元整合,建立1立方公尺量感並做體積單位換算；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-S-SURFACE-01-C1,G05-S-SURFACE-01,S-5-5,體積與表面積,長方體與正方體,表面積,概念辨識,由六個面計算長方體/正方體表面積及複合情境；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-SURFACE-01-P1,G05-S-SURFACE-01,S-5-5,體積與表面積,長方體與正方體,表面積,標準程序,由六個面計算長方體/正方體表面積及複合情境；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-SURFACE-01-R1,G05-S-SURFACE-01,S-5-5,體積與表面積,長方體與正方體,表面積,逆向求未知,由六個面計算長方體/正方體表面積及複合情境；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-SURFACE-01-A1,G05-S-SURFACE-01,S-5-5,體積與表面積,長方體與正方體,表面積,情境應用,由六個面計算長方體/正方體表面積及複合情境；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-SURFACE-01-V1,G05-S-SURFACE-01,S-5-5,體積與表面積,長方體與正方體,表面積,表徵轉換,由六個面計算長方體/正方體表面積及複合情境；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-SURFACE-01-T1,G05-S-SURFACE-01,S-5-5,體積與表面積,長方體與正方體,表面積,變形進階,由六個面計算長方體/正方體表面積及複合情境；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-S-SURFACE-01-X1,G05-S-SURFACE-01,S-5-5,體積與表面積,長方體與正方體,表面積,跨單元整合,由六個面計算長方體/正方體表面積及複合情境；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-CAPACITY-01-C1,G05-N-CAPACITY-01,N-5-15,體積與表面積,容積與容量,容積容量關係,概念辨識,理解1mL=1cm³、1L=1000cm³並解容器問題；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-CAPACITY-01-P1,G05-N-CAPACITY-01,N-5-15,體積與表面積,容積與容量,容積容量關係,標準程序,理解1mL=1cm³、1L=1000cm³並解容器問題；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-CAPACITY-01-R1,G05-N-CAPACITY-01,N-5-15,體積與表面積,容積與容量,容積容量關係,逆向求未知,理解1mL=1cm³、1L=1000cm³並解容器問題；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-CAPACITY-01-A1,G05-N-CAPACITY-01,N-5-15,體積與表面積,容積與容量,容積容量關係,情境應用,理解1mL=1cm³、1L=1000cm³並解容器問題；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-CAPACITY-01-V1,G05-N-CAPACITY-01,N-5-15,體積與表面積,容積與容量,容積容量關係,表徵轉換,理解1mL=1cm³、1L=1000cm³並解容器問題；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-CAPACITY-01-T1,G05-N-CAPACITY-01,N-5-15,體積與表面積,容積與容量,容積容量關係,變形進階,理解1mL=1cm³、1L=1000cm³並解容器問題；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-CAPACITY-01-X1,G05-N-CAPACITY-01,N-5-15,體積與表面積,容積與容量,容積容量關係,跨單元整合,理解1mL=1cm³、1L=1000cm³並解容器問題；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-DISPLACE-01-C1,G05-N-DISPLACE-01,N-5-15,體積與表面積,容積與容量,排水法求不規則體積,概念辨識,以液面上升量推得浸入物體體積；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-DISPLACE-01-P1,G05-N-DISPLACE-01,N-5-15,體積與表面積,容積與容量,排水法求不規則體積,標準程序,以液面上升量推得浸入物體體積；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-DISPLACE-01-R1,G05-N-DISPLACE-01,N-5-15,體積與表面積,容積與容量,排水法求不規則體積,逆向求未知,以液面上升量推得浸入物體體積；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-DISPLACE-01-A1,G05-N-DISPLACE-01,N-5-15,體積與表面積,容積與容量,排水法求不規則體積,情境應用,以液面上升量推得浸入物體體積；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-DISPLACE-01-V1,G05-N-DISPLACE-01,N-5-15,體積與表面積,容積與容量,排水法求不規則體積,表徵轉換,以液面上升量推得浸入物體體積；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-DISPLACE-01-T1,G05-N-DISPLACE-01,N-5-15,體積與表面積,容積與容量,排水法求不規則體積,變形進階,以液面上升量推得浸入物體體積；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-DISPLACE-01-X1,G05-N-DISPLACE-01,N-5-15,體積與表面積,容積與容量,排水法求不規則體積,跨單元整合,以液面上升量推得浸入物體體積；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-R-MULTISTEP-01-C1,G05-R-MULTISTEP-01,N-5-2 / R-5-1,運算與關係,多步驟解題,三步驟併式,概念辨識,解析情境、決定運算順序並用單一算式表示；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-R-MULTISTEP-01-P1,G05-R-MULTISTEP-01,N-5-2 / R-5-1,運算與關係,多步驟解題,三步驟併式,標準程序,解析情境、決定運算順序並用單一算式表示；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-R-MULTISTEP-01-R1,G05-R-MULTISTEP-01,N-5-2 / R-5-1,運算與關係,多步驟解題,三步驟併式,逆向求未知,解析情境、決定運算順序並用單一算式表示；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-R-MULTISTEP-01-A1,G05-R-MULTISTEP-01,N-5-2 / R-5-1,運算與關係,多步驟解題,三步驟併式,情境應用,解析情境、決定運算順序並用單一算式表示；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-R-MULTISTEP-01-V1,G05-R-MULTISTEP-01,N-5-2 / R-5-1,運算與關係,多步驟解題,三步驟併式,表徵轉換,解析情境、決定運算順序並用單一算式表示；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-R-MULTISTEP-01-T1,G05-R-MULTISTEP-01,N-5-2 / R-5-1,運算與關係,多步驟解題,三步驟併式,變形進階,解析情境、決定運算順序並用單一算式表示；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-R-MULTISTEP-01-X1,G05-R-MULTISTEP-01,N-5-2 / R-5-1,運算與關係,多步驟解題,三步驟併式,跨單元整合,解析情境、決定運算順序並用單一算式表示；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-R-LAW-01-C1,G05-R-LAW-01,R-5-2,運算與關係,四則規律,分配律與簡化計算,概念辨識,辨認共同因數並運用乘法分配律簡算；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-R-LAW-01-P1,G05-R-LAW-01,R-5-2,運算與關係,四則規律,分配律與簡化計算,標準程序,辨認共同因數並運用乘法分配律簡算；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-R-LAW-01-R1,G05-R-LAW-01,R-5-2,運算與關係,四則規律,分配律與簡化計算,逆向求未知,辨認共同因數並運用乘法分配律簡算；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
