pack,track,grade,skill_id,official_code,main_unit,subunit,skill_name,difficulty
G9,PREHIGH,G9,G09-N-CONT-RATIO-02,N-9-1,連比與比例,連比,由兩組比合成連比,3
G9,PREHIGH,G9,G09-N-CONT-RATIO-03,N-9-1,連比與比例,連比例式,連比例式性質,4
G9,PREHIGH,G9,G09-N-CONT-RATIO-04,N-9-1,連比與比例,應用,按連比分配,4
G9,PREHIGH,G9,G09-N-CONT-RATIO-05,N-9-1,連比與比例,應用,連比改變問題,5
G9,PREHIGH,G9,G09-S-SIM-SCALE-01,S-9-1,相似形,縮放,縮放中心與倍率,2
G9,PREHIGH,G9,G09-S-SIM-POLY-01,S-9-1,相似形,相似多邊形,對應角與對應邊,3
G9,PREHIGH,G9,G09-S-SIM-RATIO-01,S-9-1,相似形,相似多邊形,相似比,3
G9,PREHIGH,G9,G09-S-SIM-AAA-01,S-9-2,相似三角形,判定,AA相似,3
G9,PREHIGH,G9,G09-S-SIM-SAS-01,S-9-2,相似三角形,判定,SAS相似,4
G9,PREHIGH,G9,G09-S-SIM-SSS-01,S-9-2,相似三角形,判定,SSS相似,4
G9,PREHIGH,G9,G09-S-SIM-HIGH-01,S-9-2,相似三角形,性質,對應高之比,4
G9,PREHIGH,G9,G09-S-SIM-AREA-01,S-9-2,相似三角形,性質,面積比,4
G9,PREHIGH,G9,G09-S-SIM-APP-01,S-9-2,相似三角形,應用,間接測量,5
G9,PREHIGH,G9,G09-S-PAR-MID-01,S-9-3,比例線段,平行截線,三角形中點連線,3
G9,PREHIGH,G9,G09-S-PAR-PROP-01,S-9-3,比例線段,平行截線,平行線截比例線段,4
G9,PREHIGH,G9,G09-S-PAR-REV-01,S-9-3,比例線段,判定,比例反推平行,4
G9,PREHIGH,G9,G09-S-PAR-APP-01,S-9-3,比例線段,應用,複合比例線段,5
G9,PREHIGH,G9,G09-S-RT-306090-01,S-9-4,特殊直角三角形,邊長比,30-60-90,3
G9,PREHIGH,G9,G09-S-RT-454590-01,S-9-4,特殊直角三角形,邊長比,45-45-90,3
G9,PREHIGH,G9,G09-S-TRIG-RATIO-01,S-9-4,特殊直角三角形,邊長比,固定銳角的邊長比不變,4
G9,PREHIGH,G9,G09-S-TRIG-CALC-01,S-9-4,特殊直角三角形,近似應用,計算機求三角比近似值,4
G9,PREHIGH,G9,G09-S-TRIG-APP-01,S-9-4,特殊直角三角形,應用,高距測量,5
G9,PREHIGH,G9,G09-S-ARC-01,S-9-5,圓,弧與扇形,弧與弦基本概念,2
G9,PREHIGH,G9,G09-S-ARCLEN-01,S-9-5,圓,弧與扇形,弧長,3
G9,PREHIGH,G9,G09-S-SECTOR-01,S-9-5,圓,弧與扇形,扇形面積,3
G9,PREHIGH,G9,G09-S-ARCSECTOR-APP-01,S-9-5,圓,弧與扇形,複合弧長面積,5
G9,PREHIGH,G9,G09-S-CENTERANGLE-01,S-9-6,圓,角與弧,圓心角與弧,3
G9,PREHIGH,G9,G09-S-INSCRIBED-01,S-9-6,圓,角與弧,圓周角,4
G9,PREHIGH,G9,G09-S-DIAMETER-ANGLE-01,S-9-6,圓,角與弧,直徑所對圓周角,3
G9,PREHIGH,G9,G09-S-CYCLIC-01,S-9-6,圓,內接多邊形,圓內接四邊形,4
G9,PREHIGH,G9,G09-S-TANGENTSEG-01,S-9-6,圓,切線,同外點切線段等長,4
G9,PREHIGH,G9,G09-S-POINTCIRCLE-01,S-9-7,圓,位置關係,點與圓,2
G9,PREHIGH,G9,G09-S-LINECIRCLE-01,S-9-7,圓,位置關係,直線與圓,3
G9,PREHIGH,G9,G09-S-TANGENT-01,S-9-7,圓,切線,半徑垂直切線,4
G9,PREHIGH,G9,G09-S-CHORDDIST-01,S-9-7,圓,弦,弦心距垂直平分弦,4
G9,PREHIGH,G9,G09-S-CIRCLE-MIX-01,S-9-6 / S-9-7,圓,綜合,圓角弦切綜合,5
G9,PREHIGH,G9,G09-S-CIRCUMCENTER-01,S-9-8,三角形的心,外心,外心與外接圓,3
G9,PREHIGH,G9,G09-S-CIRCUMCENTER-02,S-9-8,三角形的心,外心,外心到頂點等距,4
G9,PREHIGH,G9,G09-S-CIRCUMCENTER-03,S-9-8,三角形的心,外心,直角三角形外心,3
G9,PREHIGH,G9,G09-S-INCENTER-01,S-9-9,三角形的心,內心,內心與內切圓,3
G9,PREHIGH,G9,G09-S-INCENTER-02,S-9-9,三角形的心,內心,到三邊等距,4
G9,PREHIGH,G9,G09-S-INCENTER-AREA-01,S-9-9,三角形的心,內心,面積與內切圓半徑,4
G9,PREHIGH,G9,G09-S-INCENTER-RT-01,S-9-9,三角形的心,內心,直角三角形內切圓半徑,4
G9,PREHIGH,G9,G09-S-CENTROID-01,S-9-10,三角形的心,重心,重心與中線,3
G9,PREHIGH,G9,G09-S-CENTROID-RATIO-01,S-9-10,三角形的心,重心,2:1 分點,4
G9,PREHIGH,G9,G09-S-CENTROID-AREA-01,S-9-10,三角形的心,重心,六等分面積,4
G9,PREHIGH,G9,G09-S-CENTERS-COMPARE-01,S-9-8 / S-9-9 / S-9-10,三角形的心,比較,外心內心重心辨識,4
G9,PREHIGH,G9,G09-S-PROOF-MEAN-01,S-9-11,證明,證明概念,敘述與理由,3
G9,PREHIGH,G9,G09-S-PROOF-GEO-01,S-9-11,證明,幾何證明,直接幾何推理,5
G9,PREHIGH,G9,G09-S-PROOF-ALG-01,S-9-11,證明,代數證明,代數恆等與整除推理,5
G9,PREHIGH,G9,G09-S-PROOF-COUNTER-01,S-9-11,證明,反例,用反例否定命題,4
G9,PREHIGH,G9,G09-S-SPACE-LINE-01,S-9-12,立體幾何,線與線,平行垂直歪斜,3
G9,PREHIGH,G9,G09-S-SPACE-LINEPLANE-01,S-9-12,立體幾何,線與面,線面平行垂直,4
G9,PREHIGH,G9,G09-S-SPACE-VIEW-01,S-9-12,立體幾何,空間推理,示意圖判讀,4
G9,PREHIGH,G9,G09-S-PRISM-NET-01,S-9-13,立體幾何,柱體,直角柱展開圖,3
G9,PREHIGH,G9,G09-S-PRISM-SA-01,S-9-13,立體幾何,柱體,直角柱表面積,4
G9,PREHIGH,G9,G09-S-PRISM-VOL-01,S-9-13,立體幾何,柱體,直角柱體積,3
G9,PREHIGH,G9,G09-S-CONE-NET-01,S-9-13,立體幾何,圓錐,直圓錐展開圖,4
G9,PREHIGH,G9,G09-S-CONE-SA-01,S-9-13,立體幾何,圓錐,直圓錐表面積,5
G9,PREHIGH,G9,G09-S-PYRAMID-NET-01,S-9-13,立體幾何,角錐,正角錐展開圖,4
G9,PREHIGH,G9,G09-S-PYRAMID-SA-01,S-9-13,立體幾何,角錐,正角錐表面積,4
G9,PREHIGH,G9,G09-F-QUAD-MEAN-01,F-9-1,二次函數,函數意義,二次函數與二次方程式區別,3
G9,PREHIGH,G9,G09-F-QUAD-CONTEXT-01,F-9-1,二次函數,函數意義,具體二次關係,4
G9,PREHIGH,G9,G09-F-PARABOLA-01,F-9-2,二次函數,圖形,y=ax²基本圖形,3
G9,PREHIGH,G9,G09-F-SHIFT-V-01,F-9-2,二次函數,圖形,y=ax²+k,3
G9,PREHIGH,G9,G09-F-SHIFT-H-01,F-9-2,二次函數,圖形,y=a(x-h)²,3
G9,PREHIGH,G9,G09-F-VERTEX-01,F-9-2,二次函數,圖形,y=a(x-h)²+k,4
G9,PREHIGH,G9,G09-F-EXTREME-01,F-9-2,二次函數,極值,最大值最小值,4
G9,PREHIGH,G9,G09-F-GRAPH-TRANS-01,F-9-2,二次函數,圖形,平移關係,4
G9,PREHIGH,G9,G09-F-QUAD-GRAPH-APP-01,F-9-2,二次函數,圖形應用,由圖判讀參數與特性,5
G9,PREHIGH,G9,G09-D-RANGE-01,D-9-1,統計,資料分布,全距,2
G9,PREHIGH,G9,G09-D-QUARTILE-01,D-9-1,統計,資料分布,四分位數,3
G9,PREHIGH,G9,G09-D-IQR-01,D-9-1,統計,資料分布,四分位距,3
G9,PREHIGH,G9,G09-D-BOXPLOT-READ-01,D-9-1,統計,盒狀圖,盒狀圖報讀,4
G9,PREHIGH,G9,G09-D-BOXPLOT-COMP-01,D-9-1,統計,盒狀圖,兩組資料比較,5
G9,PREHIGH,G9,G09-D-PROB-MEAN-01,D-9-2,機率,基本概念,機率與樣本空間,2
G9,PREHIGH,G9,G09-D-TREE-01,D-9-2,機率,樹狀圖,兩層樹狀圖,3
G9,PREHIGH,G9,G09-D-TREE-PROB-01,D-9-2 / D-9-3,機率,樹狀圖,兩階段機率,4
G9,PREHIGH,G9,G09-D-CLASSICAL-01,D-9-3,機率,古典機率,等可能結果,3
G9,PREHIGH,G9,G09-D-COIN-DICE-01,D-9-3,機率,古典機率,硬幣骰子撲克牌抽球,4
G9,PREHIGH,G9,G09-D-COMPLEMENT-01,D-9-3,機率,古典機率,反事件初步,4
G9,PREHIGH,G9,G09-D-EXPERIMENT-01,D-9-3,機率,機率探究,不對稱物體實驗,4
G10_GENERAL,GENERAL,G10,G10G-N-REAL-01,N-10-1,實數與數線,實數,有理數與無理數,3
G10_GENERAL,GENERAL,G10,G10G-N-REAL-02,N-10-1,實數與數線,實數,無理數估算,3
G10_GENERAL,GENERAL,G10,G10G-N-SCI-01,N-10-1,實數與數線,科學記號,科學記號運算,3
G10_GENERAL,GENERAL,G10,G10G-N-SIGFIG-01,N-10-1 / N-10-5,實數與數線,有效位數,有效位數,4
G10_GENERAL,GENERAL,G10,G10G-N-ERROR-01,N-10-5,實數與數線,誤差,數值誤差,4
G10_GENERAL,GENERAL,G10,G10G-N-ABS-EQ-01,N-10-2,絕對值與區間,絕對值,絕對值方程式,3
G10_GENERAL,GENERAL,G10,G10G-N-ABS-INEQ-01,N-10-2,絕對值與區間,絕對值,絕對值不等式,4
G10_GENERAL,GENERAL,G10,G10G-N-INTERVAL-01,N-10-2 / F-10-3,絕對值與區間,區間,區間符號,3
G10_GENERAL,GENERAL,G10,G10G-N-ERROR-RANGE-01,N-10-2,絕對值與區間,應用,誤差範圍,4
G10_GENERAL,GENERAL,G10,G10G-N-EXP-FRAC-01,N-10-3,指數與對數,指數,分數次方,3
G10_GENERAL,GENERAL,G10,G10G-N-EXP-REAL-01,N-10-3,指數與對數,指數,實數指數,4
G10_GENERAL,GENERAL,G10,G10G-N-GEOMEAN-01,N-10-3,指數與對數,不等式,幾何平均,3
G10_GENERAL,GENERAL,G10,G10G-N-AMGM-01,N-10-3,指數與對數,不等式,算幾不等式,4
G10_GENERAL,GENERAL,G10,G10G-N-LOG-01,N-10-4,指數與對數,常用對數,log意義,3
G10_GENERAL,GENERAL,G10,G10G-N-LOG-SCI-01,N-10-4,指數與對數,常用對數,對數與科學記號,4
G10_GENERAL,GENERAL,G10,G10G-N-LOG-CALC-01,N-10-4,指數與對數,常用對數,計算機log/10^x,3
G10_GENERAL,GENERAL,G10,G10G-A-CUBICFORM-01,A-10-1,式的運算,乘法公式,立方和差公式,3
G10_GENERAL,GENERAL,G10,G10G-A-CUBICFORM-02,A-10-1,式的運算,乘法公式,和立方/差立方因式分解,4
G10_GENERAL,GENERAL,G10,G10G-A-RADICAL-01,A-10-1,式的運算,根式,根式綜合運算,4
G10_GENERAL,GENERAL,G10,G10G-A-RATIONAL-01,A-10-1,式的運算,分式,分式四則,4
G10_GENERAL,GENERAL,G10,G10G-A-REMAINDER-01,A-10-2,多項式,除法原理,餘式定理,3
G10_GENERAL,GENERAL,G10,G10G-A-FACTOR-THM-01,A-10-2,多項式,除法原理,因式定理,3
G10_GENERAL,GENERAL,G10,G10G-A-SYNTH-01,A-10-2,多項式,除法原理,綜合除法,4
G10_GENERAL,GENERAL,G10,G10G-A-XA-EXPAND-01,A-10-2 / F-10-2,多項式,局部表示,以(x-a)為基準重寫多項式,5
G10_GENERAL,GENERAL,G10,G10G-F-FNOT-01,F-10-1,函數,函數符號,f(x)意義,3
G10_GENERAL,GENERAL,G10,G10G-F-LINEAR-01,F-10-1,函數,一次函數,一次函數與平移,3
G10_GENERAL,GENERAL,G10,G10G-F-SECTION-01,F-10-1,函數,分點公式,數線分點公式,4
G10_GENERAL,GENERAL,G10,G10G-F-QUAD-COMPLETE-01,F-10-1,函數,二次函數,一般式配方,4
G10_GENERAL,GENERAL,G10,G10G-F-QUAD-TRANS-01,F-10-1,函數,二次函數,圖形轉換,4
G10_GENERAL,GENERAL,G10,G10G-F-QUAD-CLOSED-01,F-10-1,函數,二次函數,閉區間極值應用,5
G10_GENERAL,GENERAL,G10,G10G-F-CUBIC-SYM-01,F-10-2,函數,三次函數,三次函數對稱性,4
G10_GENERAL,GENERAL,G10,G10G-F-CUBIC-GLOBAL-01,F-10-2,函數,三次函數,大域特徵,4
G10_GENERAL,GENERAL,G10,G10G-F-CUBIC-LOCAL-01,F-10-2,函數,三次函數,局部近似,5
G10_GENERAL,GENERAL,G10,G10G-F-POLY-INEQ-01,F-10-3,函數與不等式,多項式不等式,一次二次不等式,4
G10_GENERAL,GENERAL,G10,G10G-F-POLY-INEQ-02,F-10-3,函數與不等式,多項式不等式,已分解高次不等式,5
G10_GENERAL,GENERAL,G10,G10G-F-GRAPH-INEQ-01,F-10-3,函數與不等式,圖形連結,函數圖形與不等式,4
G10_GENERAL,GENERAL,G10,G10G-G-SYM-01,G-10-1,解析幾何,坐標對稱,坐標對稱,2
G10_GENERAL,GENERAL,G10,G10G-G-SLOPE-01,G-10-2,解析幾何,直線,斜率與斜角,3
G10_GENERAL,GENERAL,G10,G10G-G-LINE-POINTSLOPE-01,G-10-2,解析幾何,直線,點斜式,3
G10_GENERAL,GENERAL,G10,G10G-G-LINE-TWOPOINT-01,G-10-2,解析幾何,直線,兩點決定直線,3
G10_GENERAL,GENERAL,G10,G10G-G-LINE-PARPERP-01,G-10-2,解析幾何,直線,平行與垂直,4
G10_GENERAL,GENERAL,G10,G10G-G-POINTLINE-DIST-01,G-10-2,解析幾何,距離,點到直線距離,4
G10_GENERAL,GENERAL,G10,G10G-G-PARALLEL-DIST-01,G-10-2,解析幾何,距離,平行線距離,4
G10_GENERAL,GENERAL,G10,G10G-G-LINEAR-REGION-01,G-10-2,解析幾何,二元一次不等式,半平面,4
G10_GENERAL,GENERAL,G10,G10G-G-CIRCLE-EQ-01,G-10-3,解析幾何,圓,圓標準式,3
G10_GENERAL,GENERAL,G10,G10G-G-CIRCLE-CONV-01,G-10-3,解析幾何,圓,一般二次式配方成圓,4
G10_GENERAL,GENERAL,G10,G10G-G-LINECIRCLE-01,G-10-4,解析幾何,直線與圓,相交相切相離,4
G10_GENERAL,GENERAL,G10,G10G-G-TANGENT-01,G-10-4,解析幾何,直線與圓,圓切線,5
G10_GENERAL,GENERAL,G10,G10G-G-ANGLE-01,G-10-5,三角比,廣義角,終邊與同界角,3
G10_GENERAL,GENERAL,G10,G10G-G-POLAR-01,G-10-5,三角比,極坐標,極坐標與直角坐標,4
G10_GENERAL,GENERAL,G10,G10G-G-TRIG-01,G-10-6,三角比,廣義角三角比,sin cos tan定義,3
G10_GENERAL,GENERAL,G10,G10G-G-TRIG-SPECIAL-01,G-10-6,三角比,特殊角,特殊角三角比,3
G10_GENERAL,GENERAL,G10,G10G-G-TRIG-SIGN-01,G-10-6,三角比,廣義角,象限符號,3
G10_GENERAL,GENERAL,G10,G10G-G-SINE-LAW-01,G-10-7,三角比,三角形解法,正弦定理,4
G10_GENERAL,GENERAL,G10,G10G-G-COSINE-LAW-01,G-10-7,三角比,三角形解法,餘弦定理,4
G10_GENERAL,GENERAL,G10,G10G-G-PROJECTION-01,G-10-7,三角比,正射影,正射影,4
G10_GENERAL,GENERAL,G10,G10G-G-TRIG-MEASURE-01,G-10-7,三角比,應用,斜角與測量,5
G10_GENERAL,GENERAL,G10,G10G-N-REC-01,N-10-6,數列級數,遞迴,一階遞迴數列,3
G10_GENERAL,GENERAL,G10,G10G-N-GEOSUM-01,N-10-6,數列級數,有限等比級數,有限等比級數求和,4
G10_GENERAL,GENERAL,G10,G10G-N-SUMFORM-01,N-10-6,數列級數,求和,常用求和公式,4
G10_GENERAL,GENERAL,G10,G10G-N-INDUCT-01,N-10-6,數列級數,數學歸納法,歸納法結構,5
G10_GENERAL,GENERAL,G10,G10G-N-EXP-EQ-APP-01,N-10-4 / N-10-6,數列級數,應用,a^x=b近似,4
G10_GENERAL,GENERAL,G10,G10G-N-LOGIC-PROP-01,N-10-7,邏輯,命題,命題與否定,3
G10_GENERAL,GENERAL,G10,G10G-N-LOGIC-ANDOR-01,N-10-7,邏輯,命題,且與或,3
G10_GENERAL,GENERAL,G10,G10G-N-LOGIC-IMPLY-01,N-10-7,邏輯,推論,充分必要充要,4
G10_GENERAL,GENERAL,G10,G10G-D-SET-01,D-10-1,集合與計數機率,集合,集合表示與關係,3
G10_GENERAL,GENERAL,G10,G10G-D-SETOP-01,D-10-1,集合與計數機率,集合,交聯餘集與文氏圖,3
G10_GENERAL,GENERAL,G10,G10G-D-COUNT-ADD-01,D-10-3,集合與計數機率,計數,加法與乘法原理,3
G10_GENERAL,GENERAL,G10,G10G-D-COUNT-IE-01,D-10-3,集合與計數機率,計數,取捨原理,4
G10_GENERAL,GENERAL,G10,G10G-D-PERM-01,D-10-3,集合與計數機率,排列,直線排列,4
G10_GENERAL,GENERAL,G10,G10G-D-COMB-01,D-10-3,集合與計數機率,組合,組合,4
G10_GENERAL,GENERAL,G10,G10G-D-BINOM-01,D-10-3,集合與計數機率,組合應用,二項式展開,4
G10_GENERAL,GENERAL,G10,G10G-D-PROB-SPACE-01,D-10-4,集合與計數機率,機率,樣本空間與事件,3
G10_GENERAL,GENERAL,G10,G10G-D-PROB-COMP-01,D-10-4,集合與計數機率,機率,複合事件,4
G10_GENERAL,GENERAL,G10,G10G-D-EXPECT-01,D-10-4,集合與計數機率,期望值,期望值,4
G10_GENERAL,GENERAL,G10,G10G-D-STD-01,D-10-2,數據分析,一維數據,標準差,4
G10_GENERAL,GENERAL,G10,G10G-D-PERCENTILE-01,D-10-2,數據分析,一維數據,百分位數,4
G10_GENERAL,GENERAL,G10,G10G-D-SCATTER-01,D-10-2,數據分析,二維數據,散布圖,3
G10_GENERAL,GENERAL,G10,G10G-D-CORR-01,D-10-2,數據分析,二維數據,相關係數,4
G10_GENERAL,GENERAL,G10,G10G-D-STANDARDIZE-01,D-10-2,數據分析,標準化,z型標準化概念,4
G10_GENERAL,GENERAL,G10,G10G-D-BESTFIT-01,D-10-2,數據分析,二維數據,最適直線,5
G11_A,GENERAL_A,G11,G11A-N-RAD-01,N-11A-1,三角函數,弧度量,弧度定義與換算,3
G11_A,GENERAL_A,G11,G11A-N-ARCLEN-01,N-11A-1,三角函數,弧度量,弧長與扇形面積,3
G11_A,GENERAL_A,G11,G11A-F-TRIGGRAPH-01,F-11A-1,三角函數,函數圖形,sin/cos圖形,3
G11_A,GENERAL_A,G11,G11A-F-TANGRAPH-01,F-11A-1,三角函數,函數圖形,tan圖形,4
G11_A,GENERAL_A,G11,G11A-G-SUMDIFF-01,G-11A-5,三角函數,和差角,正弦餘弦和差角,4
G11_A,GENERAL_A,G11,G11A-G-DOUBLE-01,G-11A-5,三角函數,和差角,倍角公式,4
G11_A,GENERAL_A,G11,G11A-G-HALF-01,G-11A-5,三角函數,和差角,半角公式,5
G11_A,GENERAL_A,G11,G11A-F-SUPERPOSE-01,F-11A-2,三角函數,正餘弦疊合,asinx+bcosx疊合,5
G11_A,GENERAL_A,G11,G11A-F-PERIODMODEL-01,F-11A-1 / F-11A-2,三角函數,週期模型,週期現象建模,5
G11_A,GENERAL_A,G11,G11A-A-LOGLAW-01,A-11A-4,指數對數,對數律,乘除冪對數律,4
G11_A,GENERAL_A,G11,G11A-A-CHANGEBASE-01,A-11A-4,指數對數,對數律,換底公式,4
G11_A,GENERAL_A,G11,G11A-F-EXPGRAPH-01,F-11A-4,指數對數,指數函數,指數函數圖形,3
G11_A,GENERAL_A,G11,G11A-F-LOGGRAPH-01,F-11A-4,指數對數,對數函數,對數函數圖形,4
G11_A,GENERAL_A,G11,G11A-F-EXPEQ-01,F-11A-4 / A-11A-4,指數對數,方程式,指數與對數方程式,4
G11_A,GENERAL_A,G11,G11A-F-GROWTH-01,F-11A-4,指數對數,應用,成長與衰退模型,5
G11_A,GENERAL_A,G11,G11A-G-VEC-01,G-11A-1,向量與空間,平面向量,向量線性組合,3
G11_A,GENERAL_A,G11,G11A-G-VEC-DOT-01,G-11A-6,向量與空間,平面向量運算,平面向量內積,4
G11_A,GENERAL_A,G11,G11A-G-VEC-PROJ-01,G-11A-6,向量與空間,平面向量運算,正射影,4
G11_A,GENERAL_A,G11,G11A-G-VEC-AREA-01,G-11A-6,向量與空間,平面向量運算,二階行列式與面積,4
G11_A,GENERAL_A,G11,G11A-G-VEC-CAUCHY-01,G-11A-4 / G-11A-6,向量與空間,不等式,三角/柯西不等式,5
G11_A,GENERAL_A,G11,G11A-G-SPACECOORD-01,G-11A-2,向量與空間,空間坐標,空間點坐標與距離,3
G11_A,GENERAL_A,G11,G11A-G-SPACEVEC-01,G-11A-3,向量與空間,空間向量,空間向量線性組合,4
G11_A,GENERAL_A,G11,G11A-G-SPACE-DOT-01,G-11A-7,向量與空間,空間向量運算,空間向量內積,4
G11_A,GENERAL_A,G11,G11A-G-CROSS-01,G-11A-7,向量與空間,空間向量運算,外積,5
G11_A,GENERAL_A,G11,G11A-G-DET3-01,G-11A-8,向量與空間,三階行列式,三重積,5
G11_A,GENERAL_A,G11,G11A-S-SPACE-01,S-11A-1,向量與空間,空間概念,線線線面面面關係,4
G11_A,GENERAL_A,G11,G11A-S-THREEPERP-01,S-11A-1,向量與空間,空間概念,三垂線定理,5
G11_A,GENERAL_A,G11,G11A-G-PLANE-01,G-11A-9,向量與空間,平面方程式,法向量與平面標準式,4
G11_A,GENERAL_A,G11,G11A-G-PLANEANGLE-01,G-11A-9,向量與空間,平面方程式,兩平面夾角,5
G11_A,GENERAL_A,G11,G11A-G-POINTPLANE-01,G-11A-9,向量與空間,平面方程式,點到平面距離,5
G11_A,GENERAL_A,G11,G11A-G-SPACELINE-01,G-11A-10,向量與空間,空間直線,參數式與比例式,4
G11_A,GENERAL_A,G11,G11A-G-LINEPLANE-01,G-11A-10,向量與空間,空間直線,直線與平面關係,5
G11_A,GENERAL_A,G11,G11A-G-SKEWDIST-01,G-11A-10,向量與空間,空間直線,平行/歪斜線距離,5
G11_A,GENERAL_A,G11,G11A-A-MAT2SYS-01,A-11A-1,矩陣與方程組,矩陣表達,二元方程組矩陣化,4
G11_A,GENERAL_A,G11,G11A-A-CRAMER-01,A-11A-1,矩陣與方程組,二元方程組,克拉瑪公式,5
G11_A,GENERAL_A,G11,G11A-A-SYS-TYPE-01,A-11A-1,矩陣與方程組,方程組分類,唯一/無窮/無解,5
G11_A,GENERAL_A,G11,G11A-A-SYS3-01,A-11A-2,矩陣與方程組,三元聯立,三元消去法,4
G11_A,GENERAL_A,G11,G11A-A-AUGMENT-01,A-11A-2,矩陣與方程組,三元聯立,增廣矩陣,5
G11_A,GENERAL_A,G11,G11A-A-MATOPS-01,A-11A-3,矩陣與方程組,矩陣運算,矩陣加減與係數積,3
G11_A,GENERAL_A,G11,G11A-A-MATMUL-01,A-11A-3,矩陣與方程組,矩陣運算,矩陣乘法,4
G11_A,GENERAL_A,G11,G11A-A-INVERSE2-01,A-11A-3,矩陣與方程組,矩陣運算,二階反方陣,5
G11_A,GENERAL_A,G11,G11A-F-LINTRANS-01,F-11A-3,矩陣與方程組,矩陣應用,平面線性變換,5
G11_A,GENERAL_A,G11,G11A-F-TRANSITION-01,F-11A-3,矩陣與方程組,矩陣應用,二階轉移方陣,5
G11_A,GENERAL_A,G11,G11A-D-SUBJOBJ-01,D-11A-1,機率,機率觀點,主觀與客觀機率,3
G11_A,GENERAL_A,G11,G11A-D-COND-01,D-11A-2,機率,條件機率,條件機率,4
G11_A,GENERAL_A,G11,G11A-D-INDEP-01,D-11A-2,機率,條件機率,事件獨立,4
G11_A,GENERAL_A,G11,G11A-D-MULT-01,D-11A-3,機率,貝氏定理,條件機率乘法公式,4
G11_A,GENERAL_A,G11,G11A-D-BAYES-01,D-11A-3,機率,貝氏定理,貝氏定理,5
G11_A,GENERAL_A,G11,G11A-D-BAYES-APP-01,D-11A-3,機率,貝氏定理,診斷/分類情境,5
G11_B,GENERAL_B,G11,G11B-N-RAD-01,N-11B-1,週期與成長模型,弧度量,弧度與度數,3
G11_B,GENERAL_B,G11,G11B-N-ARCLEN-01,N-11B-1,週期與成長模型,弧度量,弧長與扇形面積,3
G11_B,GENERAL_B,G11,G11B-F-SINEGRAPH-01,F-11B-1,週期與成長模型,週期模型,正弦函數圖形,3
G11_B,GENERAL_B,G11,G11B-F-PERIODMODEL-01,F-11B-1,週期與成長模型,週期模型,週期性現象建模,4
G11_B,GENERAL_B,G11,G11B-F-EXPGROWTH-01,F-11B-2,週期與成長模型,成長模型,指數成長衰退,3
G11_B,GENERAL_B,G11,G11B-F-LOGMODEL-01,F-11B-2,週期與成長模型,成長模型,對數模型,4
G11_B,GENERAL_B,G11,G11B-F-FINANCE-01,F-11B-2,週期與成長模型,成長模型,金融與複利,5
G11_B,GENERAL_B,G11,G11B-F-LN-01,F-11B-2,週期與成長模型,成長模型,自然對數函數,4
G11_B,GENERAL_B,G11,G11B-G-VEC-01,G-11B-1,向量與比例,平面向量,向量基本運算,3
G11_B,GENERAL_B,G11,G11B-G-DOT-01,G-11B-2,向量與比例,平面向量,內積,4
G11_B,GENERAL_B,G11,G11B-G-PROJ-01,G-11B-2,向量與比例,平面向量,正射影,4
G11_B,GENERAL_B,G11,G11B-G-PROP-01,G-11B-3,向量與比例,平面比例,比例與設計,4
G11_B,GENERAL_B,G11,G11B-G-SPACECOORD-01,G-11B-4,空間與視覺,空間坐標,空間點與距離,3
G11_B,GENERAL_B,G11,G11B-G-GLOBE-01,G-11B-4 / S-11B-1,空間與視覺,球面座標,經緯度與空間坐標,4
G11_B,GENERAL_B,G11,G11B-S-SPACE-01,S-11B-1,空間與視覺,空間概念,線與面的位置關係,3
G11_B,GENERAL_B,G11,G11B-S-NETDIST-01,S-11B-1,空間與視覺,展開圖,表面最短距離,4
G11_B,GENERAL_B,G11,G11B-S-GREATCIRCLE-01,S-11B-1,空間與視覺,球面,大圓與小圓,3
G11_B,GENERAL_B,G11,G11B-S-DIHEDRAL-01,S-11B-1,空間與視覺,兩面角,直角兩面角,3
G11_B,GENERAL_B,G11,G11B-S-CONIC-01,S-11B-2,空間與視覺,圓錐曲線,圓錐截痕,3
G11_B,GENERAL_B,G11,G11B-S-CONIC-APP-01,S-11B-2,空間與視覺,圓錐曲線,自然與設計中的圓錐曲線,4
G11_B,GENERAL_B,G11,G11B-A-MATDATA-01,A-11B-1,矩陣與資料,矩陣,矩陣作為資料表,2
G11_B,GENERAL_B,G11,G11B-A-MATOPS-01,A-11B-1,矩陣與資料,矩陣,矩陣加減係數積,3
G11_B,GENERAL_B,G11,G11B-A-MATMUL-01,A-11B-1,矩陣與資料,矩陣,矩陣乘法,4
G11_B,GENERAL_B,G11,G11B-A-INVERSE2-01,A-11B-1,矩陣與資料,矩陣,二階反方陣,4
G11_B,GENERAL_B,G11,G11B-A-SYSTEM-01,A-11B-1,矩陣與資料,矩陣應用,二元一次方程組,4
G11_B,GENERAL_B,G11,G11B-D-SUBJOBJ-01,D-11B-1,不確定性,機率觀點,主觀與客觀機率,3
G11_B,GENERAL_B,G11,G11B-D-COND-01,D-11B-2,不確定性,條件機率,條件機率,4
G11_B,GENERAL_B,G11,G11B-D-BAYES-01,D-11B-2,不確定性,貝氏定理,貝氏更新,5
G11_B,GENERAL_B,G11,G11B-D-INDEP-01,D-11B-2,不確定性,獨立事件,獨立性,4
