grade,track,skill_id,official_code,skill_name
G9,GENERAL_OR_PREHIGH,G09-F-EXTREME-01,F-9-2,最大值最小值
G9,GENERAL_OR_PREHIGH,G09-F-GRAPH-TRANS-01,F-9-2,平移關係
G9,GENERAL_OR_PREHIGH,G09-F-QUAD-GRAPH-APP-01,F-9-2,由圖判讀參數與特性
G9,GENERAL_OR_PREHIGH,G09-D-RANGE-01,D-9-1,全距
G9,GENERAL_OR_PREHIGH,G09-D-QUARTILE-01,D-9-1,四分位數
G9,GENERAL_OR_PREHIGH,G09-D-IQR-01,D-9-1,四分位距
G9,GENERAL_OR_PREHIGH,G09-D-BOXPLOT-READ-01,D-9-1,盒狀圖報讀
G9,GENERAL_OR_PREHIGH,G09-D-BOXPLOT-COMP-01,D-9-1,兩組資料比較
G9,GENERAL_OR_PREHIGH,G09-D-PROB-MEAN-01,D-9-2,機率與樣本空間
G9,GENERAL_OR_PREHIGH,G09-D-TREE-01,D-9-2,兩層樹狀圖
G9,GENERAL_OR_PREHIGH,G09-D-TREE-PROB-01,D-9-2 / D-9-3,兩階段機率
G9,GENERAL_OR_PREHIGH,G09-D-CLASSICAL-01,D-9-3,等可能結果
G9,GENERAL_OR_PREHIGH,G09-D-COIN-DICE-01,D-9-3,硬幣骰子撲克牌抽球
G9,GENERAL_OR_PREHIGH,G09-D-COMPLEMENT-01,D-9-3,反事件初步
G9,GENERAL_OR_PREHIGH,G09-D-EXPERIMENT-01,D-9-3,不對稱物體實驗
G10,GENERAL,G10G-N-REAL-01,N-10-1,有理數與無理數
G10,GENERAL,G10G-N-REAL-02,N-10-1,無理數估算
G10,GENERAL,G10G-N-SCI-01,N-10-1,科學記號運算
G10,GENERAL,G10G-N-SIGFIG-01,N-10-1 / N-10-5,有效位數
G10,GENERAL,G10G-N-ERROR-01,N-10-5,數值誤差
G10,GENERAL,G10G-N-ABS-EQ-01,N-10-2,絕對值方程式
G10,GENERAL,G10G-N-ABS-INEQ-01,N-10-2,絕對值不等式
G10,GENERAL,G10G-N-INTERVAL-01,N-10-2 / F-10-3,區間符號
G10,GENERAL,G10G-N-ERROR-RANGE-01,N-10-2,誤差範圍
G10,GENERAL,G10G-N-EXP-FRAC-01,N-10-3,分數次方
G10,GENERAL,G10G-N-EXP-REAL-01,N-10-3,實數指數
G10,GENERAL,G10G-N-GEOMEAN-01,N-10-3,幾何平均
G10,GENERAL,G10G-N-AMGM-01,N-10-3,算幾不等式
G10,GENERAL,G10G-N-LOG-01,N-10-4,log意義
G10,GENERAL,G10G-N-LOG-SCI-01,N-10-4,對數與科學記號
G10,GENERAL,G10G-N-LOG-CALC-01,N-10-4,計算機log/10^x
G10,GENERAL,G10G-A-CUBICFORM-01,A-10-1,立方和差公式
G10,GENERAL,G10G-A-CUBICFORM-02,A-10-1,和立方/差立方因式分解
G10,GENERAL,G10G-A-RADICAL-01,A-10-1,根式綜合運算
G10,GENERAL,G10G-A-RATIONAL-01,A-10-1,分式四則
G10,GENERAL,G10G-A-REMAINDER-01,A-10-2,餘式定理
G10,GENERAL,G10G-A-FACTOR-THM-01,A-10-2,因式定理
G10,GENERAL,G10G-A-SYNTH-01,A-10-2,綜合除法
G10,GENERAL,G10G-A-XA-EXPAND-01,A-10-2 / F-10-2,以(x-a)為基準重寫多項式
G10,GENERAL,G10G-F-FNOT-01,F-10-1,f(x)意義
G10,GENERAL,G10G-F-LINEAR-01,F-10-1,一次函數與平移
G10,GENERAL,G10G-F-SECTION-01,F-10-1,數線分點公式
G10,GENERAL,G10G-F-QUAD-COMPLETE-01,F-10-1,一般式配方
G10,GENERAL,G10G-F-QUAD-TRANS-01,F-10-1,圖形轉換
G10,GENERAL,G10G-F-QUAD-CLOSED-01,F-10-1,閉區間極值應用
G10,GENERAL,G10G-F-CUBIC-SYM-01,F-10-2,三次函數對稱性
G10,GENERAL,G10G-F-CUBIC-GLOBAL-01,F-10-2,大域特徵
G10,GENERAL,G10G-F-CUBIC-LOCAL-01,F-10-2,局部近似
G10,GENERAL,G10G-F-POLY-INEQ-01,F-10-3,一次二次不等式
G10,GENERAL,G10G-F-POLY-INEQ-02,F-10-3,已分解高次不等式
G10,GENERAL,G10G-F-GRAPH-INEQ-01,F-10-3,函數圖形與不等式
G10,GENERAL,G10G-G-SYM-01,G-10-1,坐標對稱
G10,GENERAL,G10G-G-SLOPE-01,G-10-2,斜率與斜角
G10,GENERAL,G10G-G-LINE-POINTSLOPE-01,G-10-2,點斜式
G10,GENERAL,G10G-G-LINE-TWOPOINT-01,G-10-2,兩點決定直線
G10,GENERAL,G10G-G-LINE-PARPERP-01,G-10-2,平行與垂直
G10,GENERAL,G10G-G-POINTLINE-DIST-01,G-10-2,點到直線距離
G10,GENERAL,G10G-G-PARALLEL-DIST-01,G-10-2,平行線距離
G10,GENERAL,G10G-G-LINEAR-REGION-01,G-10-2,半平面
G10,GENERAL,G10G-G-CIRCLE-EQ-01,G-10-3,圓標準式
G10,GENERAL,G10G-G-CIRCLE-CONV-01,G-10-3,一般二次式配方成圓
G10,GENERAL,G10G-G-LINECIRCLE-01,G-10-4,相交相切相離
G10,GENERAL,G10G-G-TANGENT-01,G-10-4,圓切線
G10,GENERAL,G10G-G-ANGLE-01,G-10-5,終邊與同界角
G10,GENERAL,G10G-G-POLAR-01,G-10-5,極坐標與直角坐標
G10,GENERAL,G10G-G-TRIG-01,G-10-6,sin cos tan定義
G10,GENERAL,G10G-G-TRIG-SPECIAL-01,G-10-6,特殊角三角比
G10,GENERAL,G10G-G-TRIG-SIGN-01,G-10-6,象限符號
G10,GENERAL,G10G-G-SINE-LAW-01,G-10-7,正弦定理
G10,GENERAL,G10G-G-COSINE-LAW-01,G-10-7,餘弦定理
G10,GENERAL,G10G-G-PROJECTION-01,G-10-7,正射影
G10,GENERAL,G10G-G-TRIG-MEASURE-01,G-10-7,斜角與測量
G10,GENERAL,G10G-N-REC-01,N-10-6,一階遞迴數列
G10,GENERAL,G10G-N-GEOSUM-01,N-10-6,有限等比級數求和
G10,GENERAL,G10G-N-SUMFORM-01,N-10-6,常用求和公式
G10,GENERAL,G10G-N-INDUCT-01,N-10-6,歸納法結構
G10,GENERAL,G10G-N-EXP-EQ-APP-01,N-10-4 / N-10-6,a^x=b近似
G10,GENERAL,G10G-N-LOGIC-PROP-01,N-10-7,命題與否定
G10,GENERAL,G10G-N-LOGIC-ANDOR-01,N-10-7,且與或
G10,GENERAL,G10G-N-LOGIC-IMPLY-01,N-10-7,充分必要充要
G10,GENERAL,G10G-D-SET-01,D-10-1,集合表示與關係
G10,GENERAL,G10G-D-SETOP-01,D-10-1,交聯餘集與文氏圖
G10,GENERAL,G10G-D-COUNT-ADD-01,D-10-3,加法與乘法原理
G10,GENERAL,G10G-D-COUNT-IE-01,D-10-3,取捨原理
G10,GENERAL,G10G-D-PERM-01,D-10-3,直線排列
G10,GENERAL,G10G-D-COMB-01,D-10-3,組合
G10,GENERAL,G10G-D-BINOM-01,D-10-3,二項式展開
G10,GENERAL,G10G-D-PROB-SPACE-01,D-10-4,樣本空間與事件
G10,GENERAL,G10G-D-PROB-COMP-01,D-10-4,複合事件
G10,GENERAL,G10G-D-EXPECT-01,D-10-4,期望值
G10,GENERAL,G10G-D-STD-01,D-10-2,標準差
G10,GENERAL,G10G-D-PERCENTILE-01,D-10-2,百分位數
G10,GENERAL,G10G-D-SCATTER-01,D-10-2,散布圖
G10,GENERAL,G10G-D-CORR-01,D-10-2,相關係數
G10,GENERAL,G10G-D-STANDARDIZE-01,D-10-2,z型標準化概念
G10,GENERAL,G10G-D-BESTFIT-01,D-10-2,最適直線
